Region,Province,CityMunicipality,ZipCode
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Datu Hoffer Ampatuan,9624
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Datu Salibo,9625
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Shariff Saydona Mustapha,9635
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Kabuntalan (Tumbao),9606
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Gen. S. K. Pendatun,9618
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Talitay,9612
Autonomous Region In Muslim Mindanao (Armm),Maguindanao,Pagagawan,9610
Region IV-B (Mimaropa),Marinduque,Boac (Capital),4900
Region IV-B (Mimaropa),Marinduque,Buenavista,4904
Region IV-B (Mimaropa),Marinduque,Gasan,4905
Region IV-B (Mimaropa),Marinduque,Mogpog,4901
Region IV-B (Mimaropa),Marinduque,Torrijos,4903
Region IV-B (Mimaropa),Marinduque,Santa Cruz,4902
Region V (Bicol Region),Masbate,Aroroy,5414
Region V (Bicol Region),Masbate,Baleno,5413
Region V (Bicol Region),Masbate,Balud,5412
Region V (Bicol Region),Masbate,Batuan,5415
Region V (Bicol Region),Masbate,Cataingan,5405
Region V (Bicol Region),Masbate,Cawayan,5409
Region V (Bicol Region),Masbate,Claveria,5419
Region V (Bicol Region),Masbate,Dimasalang,5403
Region V (Bicol Region),Masbate,Esperanza,5407
Region V (Bicol Region),Masbate,Mandaon,5411
Region V (Bicol Region),Masbate,City Of Masbate (Capital),5400
Region V (Bicol Region),Masbate,Milagros,5410
Region V (Bicol Region),Masbate,Mobo,5401
Region V (Bicol Region),Masbate,Monreal,5418
Region V (Bicol Region),Masbate,Palanas,5404
Region V (Bicol Region),Masbate,Pio V. Corpuz (Limbuhan),5406
Region V (Bicol Region),Masbate,Placer,5408
Region V (Bicol Region),Masbate,San Fernando,5416
Region V (Bicol Region),Masbate,San Jacinto,5417
Region V (Bicol Region),Masbate,San Pascual,5420
Region V (Bicol Region),Masbate,Uson,5402
National Capital Region (NCR),Metro Manila,Tondo I / II,1012
National Capital Region (NCR),Metro Manila,Binondo,1006
National Capital Region (NCR),Metro Manila,Quiapo,1001
National Capital Region (NCR),Metro Manila,San Nicolas,1010
National Capital Region (NCR),Metro Manila,Santa Cruz,1014
National Capital Region (NCR),Metro Manila,Sampaloc,1008
National Capital Region (NCR),Metro Manila,San Miguel,1005
National Capital Region (NCR),Metro Manila,Ermita,1000
National Capital Region (NCR),Metro Manila,Intramuros,1002
National Capital Region (NCR),Metro Manila,Malate,1004
National Capital Region (NCR),Metro Manila,Paco,1007
National Capital Region (NCR),Metro Manila,Pandacan,1011
National Capital Region (NCR),Metro Manila,Port Area,1018
National Capital Region (NCR),Metro Manila,Santa Ana,1009
National Capital Region (NCR),Metro Manila,Tondo I / II,1012
National Capital Region (NCR),Metro Manila,Binondo,1006
National Capital Region (NCR),Metro Manila,Quiapo,1001
National Capital Region (NCR),Metro Manila,San Nicolas,1010
National Capital Region (NCR),Metro Manila,Santa Cruz,1014
National Capital Region (NCR),Metro Manila,Sampaloc,1008
National Capital Region (NCR),Metro Manila,San Miguel,1005
National Capital Region (NCR),Metro Manila,Ermita,1000
National Capital Region (NCR),Metro Manila,Intramuros,1002
National Capital Region (NCR),Metro Manila,Malate,1004
National Capital Region (NCR),Metro Manila,Paco,1007
National Capital Region (NCR),Metro Manila,Pandacan,1011
National Capital Region (NCR),Metro Manila,Port Area,1018
National Capital Region (NCR),Metro Manila,Santa Ana,1009
National Capital Region (NCR),Metro Manila,City Of Las Piñas,1740
National Capital Region (NCR),Metro Manila,City Of Makati,1200
National Capital Region (NCR),Metro Manila,City Of Muntinlupa,1770
National Capital Region (NCR),Metro Manila,City Of Parañaque,1700
National Capital Region (NCR),Metro Manila,Pasay City,1300
National Capital Region (NCR),Metro Manila,Pateros,1620
National Capital Region (NCR),Metro Manila,Taguig City,1630
National Capital Region (NCR),Metro Manila,City Of Mandaluyong,1550
National Capital Region (NCR),Metro Manila,City Of Marikina,1800
National Capital Region (NCR),Metro Manila,City Of Pasig,1600
National Capital Region (NCR),Metro Manila,Quezon City,1100
National Capital Region (NCR),Metro Manila,City Of San Juan,1500
National Capital Region (NCR),Metro Manila,Caloocan City,1400
National Capital Region (NCR),Metro Manila,City Of Malabon,1470
National Capital Region (NCR),Metro Manila,City Of Navotas,1490
National Capital Region (NCR),Metro Manila,City Of Valenzuela,1440
Region X (Northern Mindanao),Misamis Occidental,Aloran,7206
Region X (Northern Mindanao),Misamis Occidental,Baliangao,7211
Region X (Northern Mindanao),Misamis Occidental,Bonifacio,7215
Region X (Northern Mindanao),Misamis Occidental,Calamba,7210
Region X (Northern Mindanao),Misamis Occidental,Clarin,7201
Region X (Northern Mindanao),Misamis Occidental,Concepcion,7213
Region X (Northern Mindanao),Misamis Occidental,Jimenez,7204
Region X (Northern Mindanao),Misamis Occidental,Lopez Jaena,7208
Region X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),7207
Region X (Northern Mindanao),Misamis Occidental,Ozamis City,7200
Region X (Northern Mindanao),Misamis Occidental,Panaon,7205
Region X (Northern Mindanao),Misamis Occidental,Plaridel,7209
Region X (Northern Mindanao),Misamis Occidental,Sapang Dalaga,7212
Region X (Northern Mindanao),Misamis Occidental,Sinacaban,7203
Region X (Northern Mindanao),Misamis Occidental,Tangub City,7214
Region X (Northern Mindanao),Misamis Occidental,Tudela,7202
Region X (Northern Mindanao),Misamis Occidental,Don VIctoriano Chiongbian  (Don Mariano Marcos),7216
Region X (Northern Mindanao),Misamis Oriental,Alubijid,9018
Region X (Northern Mindanao),Misamis Oriental,Balingasag,9005
Region X (Northern Mindanao),Misamis Oriental,Balingoan,9011
Region X (Northern Mindanao),Misamis Oriental,Binuangan,9008
Region X (Northern Mindanao),Misamis Oriental,Cagayan de Oro City (Capital),9000
Region X (Northern Mindanao),Misamis Oriental,Claveria,9004
Region X (Northern Mindanao),Misamis Oriental,City Of El Salvador,9017
Region X (Northern Mindanao),Misamis Oriental,Gingoog City,9014
Region X (Northern Mindanao),Misamis Oriental,Gitagum,9020
Region X (Northern Mindanao),Misamis Oriental,Initao,9022
Region X (Northern Mindanao),Misamis Oriental,Jasaan,9003
Region X (Northern Mindanao),Misamis Oriental,Kinoguitan,9010
Region X (Northern Mindanao),Misamis Oriental,Lagonglong,9006
Region X (Northern Mindanao),Misamis Oriental,Laguindingan,9019
Region X (Northern Mindanao),Misamis Oriental,Libertad,9021
Region X (Northern Mindanao),Misamis Oriental,Lugait,9025
Region X (Northern Mindanao),Misamis Oriental,Magsaysay (Linugos),9015
Region X (Northern Mindanao),Misamis Oriental,Manticao,9024
Region X (Northern Mindanao),Misamis Oriental,Medina,9013
Region X (Northern Mindanao),Misamis Oriental,Naawan,9023
Region X (Northern Mindanao),Misamis Oriental,Opol,9016
Region X (Northern Mindanao),Misamis Oriental,Salay,9007
Region X (Northern Mindanao),Misamis Oriental,Sugbongcogon,9009
Region X (Northern Mindanao),Misamis Oriental,Tagoloan,9001
Region X (Northern Mindanao),Misamis Oriental,Talisayan,9012
Region X (Northern Mindanao),Misamis Oriental,VIllanueva,9002
Cordillera Administrative Region (Car),Mountain Province,Barlig,2623
Cordillera Administrative Region (Car),Mountain Province,Besao,2618
Cordillera Administrative Region (Car),Mountain Province,Bontoc (Capital),2616
Cordillera Administrative Region (Car),Mountain Province,Natonin,2624
Cordillera Administrative Region (Car),Mountain Province,Paracelis,2625
Cordillera Administrative Region (Car),Mountain Province,Sabangan,2622
Cordillera Administrative Region (Car),Mountain Province,Sadanga,2617
Cordillera Administrative Region (Car),Mountain Province,Sagada,2619
Cordillera Administrative Region (Car),Mountain Province,Tadian,2620
Cordillera Administrative Region (Car),Mountain Province,Bauko,2621
Region VI (Western VIsayas),Negros Occidental,Bacolod City (Capital),6100
Region VI (Western VIsayas),Negros Occidental,Bago City,6101
Region VI (Western VIsayas),Negros Occidental,Binalbagan,6107
Region VI (Western VIsayas),Negros Occidental,Cadiz City,6121
Region VI (Western VIsayas),Negros Occidental,Calatrava,6126
Region VI (Western VIsayas),Negros Occidental,Candoni,6110
Region VI (Western VIsayas),Negros Occidental,Cauayan,6112
Region VI (Western VIsayas),Negros Occidental,Enrique B. Magalona (Saravia),6118
Region VI (Western VIsayas),Negros Occidental,City Of Escalante,6124
Region VI (Western VIsayas),Negros Occidental,City Of Himamaylan,6108
Region VI (Western VIsayas),Negros Occidental,Hinigaran,6106
Region VI (Western VIsayas),Negros Occidental,Hinoba-An (Asia),6114
Region VI (Western VIsayas),Negros Occidental,Ilog,6109
Region VI (Western VIsayas),Negros Occidental,Isabela,6128
Region VI (Western VIsayas),Negros Occidental,City Of Kabankalan,6111
Region VI (Western VIsayas),Negros Occidental,La Carlota City,6130
Region VI (Western VIsayas),Negros Occidental,La Castellana,6131
Region VI (Western VIsayas),Negros Occidental,Manapla,6120
Region VI (Western VIsayas),Negros Occidental,Moises Padilla (Magallon),6132
Region VI (Western VIsayas),Negros Occidental,Murcia,6129
Region VI (Western VIsayas),Negros Occidental,Pontevedra,6105
Region VI (Western VIsayas),Negros Occidental,Pulupandan,6102
Region VI (Western VIsayas),Negros Occidental,Sagay City,6122
Region VI (Western VIsayas),Negros Occidental,San Carlos City,6127
Region VI (Western VIsayas),Negros Occidental,San Enrique,6104
Region VI (Western VIsayas),Negros Occidental,Silay City,6116
Region VI (Western VIsayas),Negros Occidental,City Of Sipalay,6113
Region VI (Western VIsayas),Negros Occidental,City Of Talisay,6115
Region VI (Western VIsayas),Negros Occidental,Toboso,6125
Region VI (Western VIsayas),Negros Occidental,Valladolid,6103
Region VI (Western VIsayas),Negros Occidental,City Of VIctorias,6119
Region VI (Western VIsayas),Negros Occidental,Salvador Benedicto,6117
Region VIi (Central VIsayas),Negros Oriental,Amlan (Ayuquitan),6203
Region VIi (Central VIsayas),Negros Oriental,Ayungon,6210
Region VIi (Central VIsayas),Negros Oriental,Bais City,6206
Region VIi (Central VIsayas),Negros Oriental,Basay,6222
Region VIi (Central VIsayas),Negros Oriental,City Of Bayawan (Tulong),6221
Region VIi (Central VIsayas),Negros Oriental,Bindoy (Payabon),6209
Region VIi (Central VIsayas),Negros Oriental,Canlaon City,6223
Region VIi (Central VIsayas),Negros Oriental,Dauin,6217
Region VIi (Central VIsayas),Negros Oriental,Dumaguete City (Capital),6200
Region VIi (Central VIsayas),Negros Oriental,City Of Guihulngan,6214
Region VIi (Central VIsayas),Negros Oriental,Jimalalud,6212
Region VIi (Central VIsayas),Negros Oriental,La Libertad,6213
Region VIi (Central VIsayas),Negros Oriental,Mabinay,6207
Region VIi (Central VIsayas),Negros Oriental,Manjuyod,6208
Region VIi (Central VIsayas),Negros Oriental,Pamplona,6205
Region VIi (Central VIsayas),Negros Oriental,San Jose,6202
Region VIi (Central VIsayas),Negros Oriental,Siaton,6219
Region VIi (Central VIsayas),Negros Oriental,Sibulan,6201
Region VIi (Central VIsayas),Negros Oriental,City Of Tanjay,6204
Region VIi (Central VIsayas),Negros Oriental,Tayasan,6211
Region VIi (Central VIsayas),Negros Oriental,Valencia (Luzurriaga),6215
Region VIi (Central VIsayas),Negros Oriental,Zamboanguita,6218
Region VIi (Central VIsayas),Negros Oriental,Bacong,6216
Region VIi (Central VIsayas),Negros Oriental,Santa Catalina,6220
Region VIi (Central VIsayas),Negros Oriental,Vallehermoso,6224
Region VIii (Eastern VIsayas),Northern Samar,Allen,6405
Region VIii (Eastern VIsayas),Northern Samar,Biri,6410
Region VIii (Eastern VIsayas),Northern Samar,Bobon,6401
Region VIii (Eastern VIsayas),Northern Samar,Capul,6408
Region VIii (Eastern VIsayas),Northern Samar,Catarman (Capital),6400
Region VIii (Eastern VIsayas),Northern Samar,Catubig,6418
Region VIii (Eastern VIsayas),Northern Samar,Gamay,6422
Region VIii (Eastern VIsayas),Northern Samar,Laoang,6411
Region VIii (Eastern VIsayas),Northern Samar,Las Navas,6420
Region VIii (Eastern VIsayas),Northern Samar,Lavezares,6404
Region VIii (Eastern VIsayas),Northern Samar,Mapanas,6412
Region VIii (Eastern VIsayas),Northern Samar,Mondragon,6417
Region VIii (Eastern VIsayas),Northern Samar,Palapag,6421
Region VIii (Eastern VIsayas),Northern Samar,Pambujan,6413
Region VIii (Eastern VIsayas),Northern Samar,Rosario,6416
Region VIii (Eastern VIsayas),Northern Samar,San Antonio,6407
Region VIii (Eastern VIsayas),Northern Samar,San Isidro,6409
Region VIii (Eastern VIsayas),Northern Samar,San Jose,6402
Region VIii (Eastern VIsayas),Northern Samar,San Roque,6415
Region VIii (Eastern VIsayas),Northern Samar,San VIcente,6419
Region VIii (Eastern VIsayas),Northern Samar,Silvino Lobos,6414
Region VIii (Eastern VIsayas),Northern Samar,VIctoria,6406
Region VIii (Eastern VIsayas),Northern Samar,Lope De Vega,6403
Region VIii (Eastern VIsayas),Northern Samar,Lapinig,6411
Region III (Central Luzon),Nueva Ecija,Aliaga,3111
Region III (Central Luzon),Nueva Ecija,Bongabon,3128
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,3100
Region III (Central Luzon),Nueva Ecija,Cabiao,3107
Region III (Central Luzon),Nueva Ecija,Cuyapo,3117
Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),3131
Region III (Central Luzon),Nueva Ecija,Guimba,3115
Region III (Central Luzon),Nueva Ecija,Jaen,3109
Region III (Central Luzon),Nueva Ecija,Laur,3129
Region III (Central Luzon),Nueva Ecija,Licab,3112
Region III (Central Luzon),Nueva Ecija,Llanera,3126
Region III (Central Luzon),Nueva Ecija,Lupao,3122
Region III (Central Luzon),Nueva Ecija,Science City Of Muñoz,3119
Region III (Central Luzon),Nueva Ecija,Nampicuan,3116
Region III (Central Luzon),Nueva Ecija,Palayan City (Capital),3132
Region III (Central Luzon),Nueva Ecija,Pantabangan,3124
Region III (Central Luzon),Nueva Ecija,Peñaranda,3103
Region III (Central Luzon),Nueva Ecija,Quezon,3113
Region III (Central Luzon),Nueva Ecija,Rizal,3127
Region III (Central Luzon),Nueva Ecija,San Antonio,3108
Region III (Central Luzon),Nueva Ecija,San Isidro,3106
Region III (Central Luzon),Nueva Ecija,San Jose City,3121
Region III (Central Luzon),Nueva Ecija,San Leonardo,3102
Region III (Central Luzon),Nueva Ecija,Talavera,3114
Region III (Central Luzon),Nueva Ecija,Zaragoza,3110
Region III (Central Luzon),Nueva Ecija,Carranglan,3123
Region III (Central Luzon),Nueva Ecija,City Of Gapan,3105
Region III (Central Luzon),Nueva Ecija,General Mamerto Natividad,3125
Region III (Central Luzon),Nueva Ecija,General Tinio (Papaya),3104
Region III (Central Luzon),Nueva Ecija,Santa Rosa,3101
Region III (Central Luzon),Nueva Ecija,Santo Domingo,3133
Region III (Central Luzon),Nueva Ecija,Talugtug,3118
Region II (Cagayan Valley),Nueva VIzcaya,Ambaguio,3701
Region II (Cagayan Valley),Nueva VIzcaya,Aritao,3704
Region II (Cagayan Valley),Nueva VIzcaya,Bagabag,3711
Region II (Cagayan Valley),Nueva VIzcaya,Bambang,3702
Region II (Cagayan Valley),Nueva VIzcaya,Bayombong (Capital),3700
Region II (Cagayan Valley),Nueva VIzcaya,Diadi,3712
Region II (Cagayan Valley),Nueva VIzcaya,Dupax del Norte,3706
Region II (Cagayan Valley),Nueva VIzcaya,Dupax del Sur,3707
Region II (Cagayan Valley),Nueva VIzcaya,Kasibu,3703
Region II (Cagayan Valley),Nueva VIzcaya,Kayapa,3708
Region II (Cagayan Valley),Nueva VIzcaya,Quezon,3713
Region II (Cagayan Valley),Nueva VIzcaya,Solano,3709
Region II (Cagayan Valley),Nueva VIzcaya,VIllaverde,3710
Region II (Cagayan Valley),Nueva Vizcaya,Santa Fe,3705
Region II (Cagayan Valley),Nueva Vizcaya,Alfonso Castaneda,3714
Region IV-B (Mimaropa),Occidental Mindoro,Abra De Ilog,5108
Region IV-B (Mimaropa),Occidental Mindoro,Calintaan,5102
Region IV-B (Mimaropa),Occidental Mindoro,Looc,5111
Region IV-B (Mimaropa),Occidental Mindoro,Lubang,5109
Region IV-B (Mimaropa),Occidental Mindoro,Magsaysay,5101
Region IV-B (Mimaropa),Occidental Mindoro,Mamburao (Capital),5106
Region IV-B (Mimaropa),Occidental Mindoro,Rizal,5103
Region IV-B (Mimaropa),Occidental Mindoro,Sablayan,5104
Region IV-B (Mimaropa),Occidental Mindoro,San Jose,5100
Region IV-B (Mimaropa),Occidental Mindoro,Paluan,5107
Region IV-B (Mimaropa),Occidental Mindoro,Santa Cruz,5105
Region IV-B (Mimaropa),Oriental Mindoro,Baco,5201
Region IV-B (Mimaropa),Oriental Mindoro,Bansud,5210
Region IV-B (Mimaropa),Oriental Mindoro,Bongabong,5211
Region IV-B (Mimaropa),Oriental Mindoro,Bulalacao (San Pedro),5214
Region IV-B (Mimaropa),Oriental Mindoro,City Of Calapan (Capital),5200
Region IV-B (Mimaropa),Oriental Mindoro,Gloria,5209
Region IV-B (Mimaropa),Oriental Mindoro,Mansalay,5213
Region IV-B (Mimaropa),Oriental Mindoro,Naujan,5204
Region IV-B (Mimaropa),Oriental Mindoro,Pinamalayan,5208
Region IV-B (Mimaropa),Oriental Mindoro,Pola,5206
Region IV-B (Mimaropa),Oriental Mindoro,Puerto Galera,5203
Region IV-B (Mimaropa),Oriental Mindoro,Roxas,5212
Region IV-B (Mimaropa),Oriental Mindoro,San Teodoro,5202
Region IV-B (Mimaropa),Oriental Mindoro,Socorro,5207
Region IV-B (Mimaropa),Oriental Mindoro,VIctoria,5205
Region IV-B (Mimaropa),Palawan,Aborlan,5302
Region IV-B (Mimaropa),Palawan,Agutaya,5320
Region IV-B (Mimaropa),Palawan,Araceli,5311
Region IV-B (Mimaropa),Palawan,Balabac,5307
Region IV-B (Mimaropa),Palawan,Brooke'S Point,5305
Region IV-B (Mimaropa),Palawan,Busuanga,5317
Region IV-B (Mimaropa),Palawan,Cagayancillo,5321
Region IV-B (Mimaropa),Palawan,Coron,5316
Region IV-B (Mimaropa),Palawan,Cuyo,5318
Region IV-B (Mimaropa),Palawan,Dumaran,5310
Region IV-B (Mimaropa),Palawan,El Nido (Bacuit),5313
Region IV-B (Mimaropa),Palawan,Linapacan,5314
Region IV-B (Mimaropa),Palawan,Magsaysay,5319
Region IV-B (Mimaropa),Palawan,Narra,5303
Region IV-B (Mimaropa),Palawan,Puerto Princesa City (Capital),5300
Region IV-B (Mimaropa),Palawan,Quezon,5304
Region IV-B (Mimaropa),Palawan,Roxas,5308
Region IV-B (Mimaropa),Palawan,San VIcente,5309
Region IV-B (Mimaropa),Palawan,Taytay,5312
Region IV-B (Mimaropa),Palawan,Kalayaan,5322
Region IV-B (Mimaropa),Palawan,Culion,5315
Region IV-B (Mimaropa),Palawan,Rizal (Marcos),5323
Region IV-B (Mimaropa),Palawan,Sofronio Española,5324
Region IV-B (Mimaropa),Palawan,Bataraza,5306
Region III (Central Luzon),Pampanga,Angeles City,2009
Region III (Central Luzon),Pampanga,Apalit,2016
Region III (Central Luzon),Pampanga,Arayat,2012
Region III (Central Luzon),Pampanga,Bacolor,2001
Region III (Central Luzon),Pampanga,Candaba,2013
Region III (Central Luzon),Pampanga,Floridablanca,2006
Region III (Central Luzon),Pampanga,Guagua,2003
Region III (Central Luzon),Pampanga,Lubao,2005
Region III (Central Luzon),Pampanga,Macabebe,2018
Region III (Central Luzon),Pampanga,Magalang,2011
Region III (Central Luzon),Pampanga,Masantol,2017
Region III (Central Luzon),Pampanga,Mexico,2021
Region III (Central Luzon),Pampanga,Minalin,2019
Region III (Central Luzon),Pampanga,Porac,2008
Region III (Central Luzon),Pampanga,City Of San Fernando (Capital),2000
Region III (Central Luzon),Pampanga,San Luis,2014
Region III (Central Luzon),Pampanga,San Simon,2015
Region III (Central Luzon),Pampanga,Mabalacat City,2010
Region III (Central Luzon),Pampanga,Santa Ana,2022
Region III (Central Luzon),Pampanga,Santa Rita,2002
Region III (Central Luzon),Pampanga,Santo Tomas,2020
Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),2004
Region I (Ilocos Region),Pangasinan,Agno,2408
Region I (Ilocos Region),Pangasinan,Aguilar,2415
Region I (Ilocos Region),Pangasinan,City Of Alaminos,2404
Region I (Ilocos Region),Pangasinan,Alcala,2425
Region I (Ilocos Region),Pangasinan,Anda,2405
Region I (Ilocos Region),Pangasinan,Asingan,2439
Region I (Ilocos Region),Pangasinan,Balungao,2442
Region I (Ilocos Region),Pangasinan,Bani,2407
Region I (Ilocos Region),Pangasinan,Basista,2422
Region I (Ilocos Region),Pangasinan,Bautista,2424
Region I (Ilocos Region),Pangasinan,Bayambang,2423
Region I (Ilocos Region),Pangasinan,Binalonan,2436
Region I (Ilocos Region),Pangasinan,Binmaley,2417
Region I (Ilocos Region),Pangasinan,Bolinao,2406
Region I (Ilocos Region),Pangasinan,Bugallon,2416
Region I (Ilocos Region),Pangasinan,Burgos,2410
Region I (Ilocos Region),Pangasinan,Calasiao,2418
Region I (Ilocos Region),Pangasinan,Dagupan City,2400
Region I (Ilocos Region),Pangasinan,Dasol,2411
Region I (Ilocos Region),Pangasinan,Infanta,2412
Region I (Ilocos Region),Pangasinan,Labrador,2402
Region I (Ilocos Region),Pangasinan,Lingayen (Capital),2401
Region I (Ilocos Region),Pangasinan,Mabini,2409
Region I (Ilocos Region),Pangasinan,Malasiqui,2421
Region I (Ilocos Region),Pangasinan,Manaoag,2430
Region I (Ilocos Region),Pangasinan,Mangaldan,2432
Region I (Ilocos Region),Pangasinan,Mangatarem,2413
Region I (Ilocos Region),Pangasinan,Mapandan,2429
Region I (Ilocos Region),Pangasinan,Natividad,2446
Region I (Ilocos Region),Pangasinan,Pozorrubio,2435
Region I (Ilocos Region),Pangasinan,Rosales,2441
Region I (Ilocos Region),Pangasinan,San Carlos City,2420
Region I (Ilocos Region),Pangasinan,San Fabian,2433
Region I (Ilocos Region),Pangasinan,San Jacinto,2431
Region I (Ilocos Region),Pangasinan,San Manuel,2438
Region I (Ilocos Region),Pangasinan,San Nicolas,2447
Region I (Ilocos Region),Pangasinan,San Quintin,2444
Region I (Ilocos Region),Pangasinan,Sison,2434
Region I (Ilocos Region),Pangasinan,Sual,2403
Region I (Ilocos Region),Pangasinan,Tayug,2445
Region I (Ilocos Region),Pangasinan,Umingan,2443
Region I (Ilocos Region),Pangasinan,Urbiztondo,2414
Region I (Ilocos Region),Pangasinan,City Of Urdaneta,2428
Region I (Ilocos Region),Pangasinan,VIllasis,2427
Region I (Ilocos Region),Pangasinan,Laoac,2437
Region I (Ilocos Region),Pangasinan,Santa Barbara,2419
Region I (Ilocos Region),Pangasinan,Santa Maria,2440
Region I (Ilocos Region),Pangasinan,Santo Tomas,2426
Region IV-A (CALABARZON),Quezon,Agdangan,4304
Region IV-A (CALABARZON),Quezon,Alabat,4333
Region IV-A (CALABARZON),Quezon,Atimonan,4331
Region IV-A (CALABARZON),Quezon,Buenavista,4320
Region IV-A (CALABARZON),Quezon,Burdeos,4340
Region IV-A (CALABARZON),Quezon,Calauag,4318
Region IV-A (CALABARZON),Quezon,Candelaria,4323
Region IV-A (CALABARZON),Quezon,Catanauan,4311
Region IV-A (CALABARZON),Quezon,Dolores,4326
Region IV-A (CALABARZON),Quezon,General Luna,4310
Region IV-A (CALABARZON),Quezon,General Nakar,4338
Region IV-A (CALABARZON),Quezon,Guinayangan,4319
Region IV-A (CALABARZON),Quezon,Gumaca,4307
Region IV-A (CALABARZON),Quezon,Infanta,4336
Region IV-A (CALABARZON),Quezon,Jomalig,4342
Region IV-A (CALABARZON),Quezon,Lopez,4316
Region IV-A (CALABARZON),Quezon,Lucban,4328
Region IV-A (CALABARZON),Quezon,Lucena City (Capital),4301
Region IV-A (CALABARZON),Quezon,Macalelon,4309
Region IV-A (CALABARZON),Quezon,Mauban,4330
Region IV-A (CALABARZON),Quezon,Mulanay,4312
Region IV-A (CALABARZON),Quezon,Padre Burgos,4303
Region IV-A (CALABARZON),Quezon,Pagbilao,4302
Region IV-A (CALABARZON),Quezon,Panukulan,4337
Region IV-A (CALABARZON),Quezon,Patnanungan,4341
Region IV-A (CALABARZON),Quezon,Perez,4334
Region IV-A (CALABARZON),Quezon,Pitogo,4308
Region IV-A (CALABARZON),Quezon,Plaridel,4306
Region IV-A (CALABARZON),Quezon,Quezon,4332
Region IV-A (CALABARZON),Quezon,Real,4335
Region IV-A (CALABARZON),Quezon,Sampaloc,4329
Region IV-A (CALABARZON),Quezon,San Andres,4314
Region IV-A (CALABARZON),Quezon,San Antonio,4324
Region IV-A (CALABARZON),Quezon,San Francisco (Aurora),4315
Region IV-A (CALABARZON),Quezon,San Narciso,4313
Region IV-A (CALABARZON),Quezon,Sariaya,4322
Region IV-A (CALABARZON),Quezon,Tagkawayan,4321
Region IV-A (CALABARZON),Quezon,City Of Tayabas,4327
Region IV-A (CALABARZON),Quezon,Tiaong,4325
Region IV-A (CALABARZON),Quezon,Unisan,4305
Region IV-A (CALABARZON),Quezon,Polillo,4339
Region II (Cagayan Valley),Quirino,Aglipay,3403
Region II (Cagayan Valley),Quirino,Cabarroguis (Capital),3400
Region II (Cagayan Valley),Quirino,Diffun,3401
Region II (Cagayan Valley),Quirino,Maddela,3404
Region II (Cagayan Valley),Quirino,Saguday,3402
Region II (Cagayan Valley),Quirino,Nagtipunan,3405
Region IV-A (CALABARZON),Rizal,Angono,1930
Region IV-A (CALABARZON),Rizal,City Of Antipolo,1870
Region IV-A (CALABARZON),Rizal,Baras,1970
Region IV-A (CALABARZON),Rizal,Binangonan,1940
Region IV-A (CALABARZON),Rizal,Cainta,1900
Region IV-A (CALABARZON),Rizal,Cardona,1950
Region IV-A (CALABARZON),Rizal,Jala-Jala,1990
Region IV-A (CALABARZON),Rizal,Morong,1960
Region IV-A (CALABARZON),Rizal,San Mateo,1850
Region IV-A (CALABARZON),Rizal,Tanay,1980
Region IV-A (CALABARZON),Rizal,Taytay,1920
Region IV-A (CALABARZON),Rizal,Teresa,1880
Region IV-A (CALABARZON),Rizal,Rodriguez (Montalban),1860
Region IV-A (CALABARZON),Rizal,Pililla,1910
Region IV-B (Mimaropa),Romblon,Alcantara,5509
Region IV-B (Mimaropa),Romblon,Banton,5515
Region IV-B (Mimaropa),Romblon,Cajidiocan,5512
Region IV-B (Mimaropa),Romblon,Calatrava,5503
Region IV-B (Mimaropa),Romblon,Concepcion,5516
Region IV-B (Mimaropa),Romblon,Corcuera,5514
Region IV-B (Mimaropa),Romblon,Looc,5507
Region IV-B (Mimaropa),Romblon,Magdiwang,5511
Region IV-B (Mimaropa),Romblon,Odiongan,5505
Region IV-B (Mimaropa),Romblon,Romblon (Capital),5500
Region IV-B (Mimaropa),Romblon,San Agustin,5501
Region IV-B (Mimaropa),Romblon,San Andres,5504
Region IV-B (Mimaropa),Romblon,San Fernando,5513
Region IV-B (Mimaropa),Romblon,San Jose,5510
Region IV-B (Mimaropa),Romblon,Ferrol,5506
Region IV-B (Mimaropa),Romblon,Santa Fe,5508
Region IV-B (Mimaropa),Romblon,Santa Maria (Imelda),5502
Region VIii (Eastern VIsayas),Samar (Western Samar),Almagro,6724
Region VIii (Eastern VIsayas),Samar (Western Samar),Basey,6720
Region VIii (Eastern VIsayas),Samar (Western Samar),Calbayog City,6710
Region VIii (Eastern VIsayas),Samar (Western Samar),Calbiga,6715
Region VIii (Eastern VIsayas),Samar (Western Samar),City Of Catbalogan (Capital),6700
Region VIii (Eastern VIsayas),Samar (Western Samar),Daram,6722
Region VIii (Eastern VIsayas),Samar (Western Samar),Gandara,6706
Region VIii (Eastern VIsayas),Samar (Western Samar),Hinabangan,6713
Region VIii (Eastern VIsayas),Samar (Western Samar),Jiabong,6701
